ZCTA5,Zip5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON
Z01731,1731,2049705,0,0.79,0,1396,477,42.456748,-71.279484
Z01740,1740,51675247,348786,19.95,0.13,4897,1738,42.439937,-71.601876
Z01741,1741,39536091,641968,15.26,0.25,4852,1758,42.53662,-71.361832
Z01742,1742,63296150,3384588,24.44,1.31,17726,6964,42.462911,-71.364496
Z01745,1745,1033541,3023,0.4,0,397,188,42.293073,-71.499163
Z01746,1746,48288456,1071734,18.64,0.41,13547,5087,42.195951,-71.45343
Z01747,1747,13392801,443995,5.17,0.17,5911,2285,42.12408,-71.533416
Z01748,1748,68016796,4215056,26.26,1.63,14925,5128,42.224104,-71.540484
Z01749,1749,29841347,890275,11.52,0.34,19063,7998,42.389071,-71.545864
Z01752,1752,54041301,3200938,20.87,1.24,38499,16416,42.349618,-71.547214
Z01754,1754,13502214,407075,5.21,0.16,10106,4447,42.425955,-71.456256
Z01756,1756,46035300,552653,17.77,0.21,5839,2091,42.09447,-71.544902
Z01757,1757,38538162,711615,14.88,0.27,28061,11436,42.158692,-71.521419
Z01760,1760,38359306,2599042,14.81,1,32786,14039,42.284822,-71.348811
Z01770,1770,40966896,961380,15.82,0.37,4119,1495,42.23357,-71.37469
Z01772,1772,35264800,3918373,13.62,1.51,9370,3272,42.302877,-71.530828
Z01773,1773,35266029,2003417,13.62,0.77,5112,2154,42.425506,-71.310811
Z01775,1775,44839702,1739781,17.31,0.67,6590,2526,42.429688,-71.512514
Z01776,1776,62778117,1244383,24.24,0.48,17659,5951,42.383367,-71.42107
Z01778,1778,39388852,2080227,15.21,0.8,13109,5058,42.343686,-71.381186
Z01801,1801,32769438,806847,12.65,0.31,38903,16737,42.488659,-71.154425
Z01803,1803,30291646,324832,11.7,0.13,24487,9664,42.503227,-71.201713
Z01810,1810,79897507,3425223,30.85,1.32,33201,12423,42.648044,-71.161751
Z01821,1821,42910631,1026154,16.57,0.4,30310,11159,42.549329,-71.251724
Z01824,1824,45964727,1008300,17.75,0.39,24911,9849,42.59079,-71.355182
Z01826,1826,53421277,1706647,20.63,0.66,29422,11332,42.679723,-71.30068
Z01827,1827,42620556,784744,16.46,0.3,3179,1098,42.676078,-71.500517
Z01830,1830,35735901,3350990,13.8,1.29,25137,10751,42.796313,-71.053436
Z01832,1832,29420960,1250817,11.36,0.48,22060,9283,42.791114,-71.132858
Z01833,1833,33307258,750803,12.86,0.29,8183,3044,42.727885,-70.982034
Z01834,1834,23008816,1330583,8.88,0.51,6459,2439,42.7539,-71.015935
Z01835,1835,20235250,2287169,7.81,0.88,13682,5623,42.751157,-71.094242
Z01840,1840,1290418,200628,0.5,0.08,4733,2347,42.706763,-71.160403
Z01841,1841,8000223,462412,3.09,0.18,47225,15506,42.712015,-71.164873
Z01843,1843,8726317,579700,3.37,0.22,24425,9287,42.689974,-71.160383
Z01844,1844,57543453,2042287,22.22,0.79,47249,18337,42.742751,-71.178588
Z01845,1845,68133522,3720537,26.31,1.44,28352,10964,42.673909,-71.091334
Z01850,1850,3521737,305905,1.36,0.12,15237,5938,42.656045,-71.303309
Z01851,1851,8645533,115440,3.34,0.04,30190,10760,42.627812,-71.33533
Z01852,1852,12828750,627353,4.95,0.24,33508,14430,42.631849,-71.295785
Z01854,1854,10187861,1393292,3.93,0.54,27606,10315,42.649481,-71.348229
Z01860,1860,21907317,1027094,8.46,0.4,6338,2555,42.838603,-71.011997
Z01862,1862,23934124,1075799,9.24,0.42,10227,3491,42.578543,-71.295592
Z01863,1863,11973645,841571,4.62,0.32,8891,3958,42.63378,-71.38947
Z01864,1864,34032377,923752,13.14,0.36,14892,5633,42.578222,-71.084398
Z01867,1867,25733362,47893,9.94,0.02,23956,9187,42.535183,-71.105423
Z01876,1876,52981194,935803,20.46,0.36,28667,10679,42.611801,-71.227571
Z01879,1879,43464244,3639806,16.78,1.41,11305,4213,42.667762,-71.42882
Z01880,1880,17889529,1399492,6.91,0.54,24733,10323,42.501528,-71.0675
Z01886,1886,78391449,2854186,30.27,1.1,21951,7876,42.585295,-71.439826
Z01887,1887,43971880,464398,16.98,0.18,22325,7808,42.564647,-71.164516
Z01890,1890,15615337,818634,6.03,0.32,21382,7988,42.452752,-71.144319
Z01901,1901,641320,68753,0.25,0.03,1689,1034,42.460711,-70.946073
Z01902,1902,6223889,235638,2.4,0.09,45139,18354,42.471039,-70.941535
Z01904,1904,11708211,1303900,4.52,0.5,18203,7182,42.492456,-70.97393
Z01905,1905,9219345,1195154,3.56,0.46,25251,9187,42.465998,-70.975792
Z01906,1906,27973350,2606092,10.8,1.01,26660,10786,42.468432,-71.013946
Z01907,1907,7864226,1107037,3.04,0.43,14027,5960,42.474287,-70.905908
Z01908,1908,2708929,3559697,1.05,1.37,3410,1677,42.428256,-70.926041
Z01913,1913,31761151,3785528,12.26,1.46,16283,7110,42.851284,-70.955837
Z01915,1915,39091336,3958118,15.09,1.53,39502,16641,42.570269,-70.866996
Z01921,1921,61010486,2188501,23.56,0.84,7961,2756,42.683108,-71.01833
Z01922,1922,24831876,776283,9.59,0.3,3108,1115,42.757313,-70.914241
Z01923,1923,34194563,2348722,13.2,0.91,26342,11135,42.574174,-70.950517
Z01929,1929,36187007,5125535,13.97,1.98,3504,1600,42.634421,-70.776592
Z01930,1930,67847425,13972397,26.2,5.39,28789,14557,42.61991,-70.681823
Z01937,1937,189212,0,0.07,0,151,0,42.585723,-70.984051
Z01938,1938,78817223,13930917,30.43,5.38,13175,6006,42.68386,-70.842664
Z01940,1940,27320434,1710864,10.55,0.66,12108,4729,42.534118,-71.038574
Z01944,1944,23902799,3207908,9.23,1.24,5136,2394,42.576636,-70.767154
Z01945,1945,11360555,8555892,4.39,3.3,19808,8838,42.501835,-70.859126
Z01949,1949,34849382,2665532,13.46,1.03,8987,3045,42.606666,-71.010316
Z01950,1950,21621492,5985744,8.35,2.31,17416,8264,42.812359,-70.891095
Z01951,1951,35652314,6826542,13.77,2.64,3558,1821,42.773351,-70.850211
Z01952,1952,39960063,6038577,15.43,2.33,8283,4550,42.844793,-70.841476
Z01960,1960,41432495,1461233,16,0.56,50944,22024,42.534202,-70.969734
Z01966,1966,18106523,4167724,6.99,1.61,6952,4223,42.640741,-70.620242
Z01969,1969,45304086,4366203,17.49,1.69,5856,2253,42.720878,-70.891222
Z01970,1970,21002235,14198461,8.11,5.48,41109,19063,42.524435,-70.870859
Z01982,1982,36737604,1888109,14.18,0.73,7764,2880,42.626223,-70.85723
Z01983,1983,30880674,2324542,11.92,0.9,6089,2176,42.641379,-70.94344
Z01984,1984,19841456,1246967,7.66,0.48,4875,1430,42.600595,-70.883406
Z01985,1985,34838123,3299757,13.45,1.27,4235,1580,42.799516,-70.964411
Z02019,2019,47523223,1424298,18.35,0.55,16332,6365,42.076682,-71.47449
Z02021,2021,48682844,2114286,18.8,0.82,21561,8762,42.175737,-71.125385
Z02025,2025,25353993,2759142,9.79,1.07,7542,2980,42.236423,-70.814436
Z02026,2026,26532271,1037912,10.24,0.4,24711,10184,42.246872,-71.179462
Z02030,2030,39156781,816021,15.12,0.32,5589,1969,42.235239,-71.288033
Z02032,2032,6059763,155224,2.34,0.06,4226,1593,42.156882,-71.216187
Z02035,2035,51406167,2593185,19.85,1,16865,6895,42.061338,-71.245802
Z02038,2038,68961360,1038205,26.63,0.4,31635,11394,42.084859,-71.410571
Z02043,2043,57360231,2272722,22.15,0.88,22157,8953,42.216099,-70.88127
Z02045,2045,6884305,14237684,2.66,5.5,10293,5762,42.292253,-70.923918
Z02047,2047,619346,21837,0.24,0.01,180,264,42.133734,-70.68586
Z02048,2048,52040205,851508,20.09,0.33,23184,8746,42.0173,-71.2173
Z02050,2050,75312115,10899419,29.08,4.21,25429,11292,42.115139,-70.710331
Z02052,2052,37301542,605144,14.4,0.23,12024,4237,42.184599,-71.305307
Z02053,2053,29895562,335626,11.54,0.13,12752,4613,42.155816,-71.432781
Z02054,2054,31135982,602483,12.02,0.23,7891,3158,42.172551,-71.362811
Z02056,2056,38510383,1290280,14.87,0.5,10981,3121,42.116245,-71.32936
Z02061,2061,54233819,816474,20.94,0.32,10506,3675,42.164569,-70.818844
Z02062,2062,26828047,419990,10.36,0.16,28602,12479,42.18736,-71.195955
Z02066,2066,43831891,5690167,16.92,2.2,17656,7419,42.202273,-70.758184
Z02067,2067,58720809,2471504,22.67,0.95,17486,6414,42.107782,-71.181771
Z02071,2071,2513156,33452,0.97,0.01,1707,321,42.103425,-71.273589
Z02072,2072,41680231,969279,16.09,0.37,26999,10799,42.119006,-71.10365
Z02081,2081,46419365,1417966,17.92,0.55,18472,7156,42.146227,-71.270378
Z02090,2090,28215944,740388,10.89,0.29,14636,5438,42.219645,-71.216769
Z02093,2093,56218838,2344453,21.71,0.91,10955,3869,42.052671,-71.356858
Z02108,2108,354836,0,0.14,0,3825,2278,42.357767,-71.064848
Z02109,2109,449654,292691,0.17,0.11,3771,2462,42.367223,-71.050633
Z02110,2110,479769,234496,0.19,0.09,1733,1264,42.361962,-71.047847
Z02111,2111,669967,56933,0.26,0.02,7383,3628,42.350518,-71.059062
Z02113,2113,260829,0,0.1,0,6915,4682,42.365335,-71.055236
Z02114,2114,1164209,303495,0.45,0.12,11999,7672,42.363174,-71.068646
Z02115,2115,1834246,103612,0.71,0.04,28441,10838,42.336342,-71.104176
Z02116,2116,1632629,265681,0.63,0.1,20628,12644,42.350579,-71.076397
Z02118,2118,2850698,15328,1.1,0.01,26498,12967,42.33786,-71.069805
Z02119,2119,4136145,0,1.6,0,25346,11048,42.324026,-71.085021
Z02120,2120,1607730,0,0.62,0,15181,5335,42.332091,-71.096545
Z02121,2121,4520355,23476,1.75,0.01,25978,10589,42.306267,-71.085897
Z02122,2122,5263269,1641767,2.03,0.63,23479,8887,42.291412,-71.042158
Z02124,2124,7777026,186127,3,0.07,47783,19053,42.285805,-71.070571
Z02125,2125,5523791,799283,2.13,0.31,33295,13263,42.315748,-71.055896
Z02126,2126,5392506,62719,2.08,0.02,25562,10151,42.274016,-71.09679
Z02127,2127,5230991,1590045,2.02,0.61,31799,16409,42.334992,-71.039093
Z02128,2128,12561059,2952872,4.85,1.14,40508,15854,42.361129,-71.006975
Z02129,2129,3492181,1266666,1.35,0.49,16439,8648,42.379657,-71.061487
Z02130,2130,8635553,328448,3.33,0.13,35401,16016,42.309174,-71.113835
Z02131,2131,6714525,12766,2.59,0,29826,12286,42.284333,-71.126227
Z02132,2132,11813317,248109,4.56,0.1,25861,11341,42.280455,-71.162016
Z02134,2134,3435273,117848,1.33,0.05,21503,9664,42.358016,-71.128608
Z02135,2135,6824138,572755,2.63,0.22,42780,20834,42.349688,-71.153964
Z02136,2136,11887342,279164,4.59,0.11,28488,11092,42.255083,-71.12922
Z02138,2138,7097709,838564,2.74,0.32,36314,14949,42.379637,-71.135152
Z02139,2139,4031035,368360,1.56,0.14,36349,15402,42.362986,-71.103353
Z02140,2140,2987938,53843,1.15,0.02,17607,8638,42.392157,-71.133996
Z02141,2141,1657355,29054,0.64,0.01,11910,6596,42.3703,-71.08256
Z02142,2142,716170,577829,0.28,0.22,3141,1794,42.361471,-71.081994
Z02143,2143,3981832,15276,1.54,0.01,24514,11752,42.380985,-71.096552
Z02144,2144,2802134,6468,1.08,0,23891,11389,42.399655,-71.12255
Z02145,2145,3615157,234798,1.4,0.09,25439,10520,42.391577,-71.08991
Z02148,2148,13063769,99890,5.04,0.04,59503,25191,42.43014,-71.057694
Z02149,2149,8873256,630370,3.43,0.24,41550,16662,42.405938,-71.054649
Z02150,2150,5718794,638247,2.21,0.25,35124,12596,42.396824,-71.031348
Z02151,2151,15190546,3291332,5.87,1.27,51808,22125,42.418294,-71.001257
Z02152,2152,5108308,3079916,1.97,1.19,17497,8320,42.373055,-70.974807
Z02155,2155,21229511,1455993,8.2,0.56,57964,24032,42.423839,-71.107673
Z02163,2163,256727,32165,0.1,0.01,2582,712,42.366168,-71.12285
Z02169,2169,23235908,3796812,8.97,1.47,55055,26481,42.248386,-71.002279
Z02170,2170,5394724,186181,2.08,0.07,19505,8041,42.266412,-71.015573
Z02171,2171,6357853,4944053,2.45,1.91,17711,8316,42.292142,-71.020475
Z02176,2176,12117823,219781,4.68,0.08,26983,11751,42.455723,-71.059019
Z02180,2180,15589590,1631902,6.02,0.63,21437,9458,42.474208,-71.097665
Z02184,2184,35608882,2108884,13.75,0.81,35744,14302,42.205416,-71.002168
Z02186,2186,33697230,765195,13.01,0.3,27003,9700,42.241589,-71.082651
Z02188,2188,9632561,378900,3.72,0.15,14608,6521,42.204578,-70.957749
Z02189,2189,9905564,925710,3.82,0.36,14559,6292,42.208703,-70.931021
Z02190,2190,18436640,1374554,7.12,0.53,16119,6904,42.166731,-70.952363
Z02191,2191,5242350,2721859,2.02,1.05,8457,3763,42.243453,-70.942033
Z02199,2199,148951,0,0.06,0,1146,927,42.347463,-71.082039
Z02203,2203,80317,0,0.03,0,0,0,42.360598,-71.058775
Z02210,2210,2399614,1404157,0.93,0.54,2090,1358,42.347792,-71.039562
Z02215,2215,1979040,280050,0.76,0.11,26125,9324,42.347593,-71.102934
Z02301,2301,32204729,441571,12.43,0.17,61025,23673,42.078371,-71.042304
Z02302,2302,23025347,67031,8.89,0.03,32741,11857,42.088123,-70.998293
Z02322,2322,11112284,639902,4.29,0.25,4356,1769,42.1324,-71.05393
Z02324,2324,70749309,2834816,27.32,1.09,26563,8336,41.972387,-70.978778
Z02330,2330,96872155,6038938,37.4,2.33,11509,4600,41.878046,-70.744138
Z02332,2332,61481268,10661003,23.74,4.12,15059,5875,42.044373,-70.706115
Z02333,2333,44570841,842755,17.21,0.33,13794,4906,42.037278,-70.940459
Z02338,2338,41448333,3604915,16,1.39,7518,3014,42.003513,-70.863334
Z02339,2339,40427614,218489,15.61,0.08,13879,4852,42.122956,-70.85631
Z02341,2341,38991864,1801806,15.05,0.7,10218,3593,42.050335,-70.867161
Z02343,2343,18146751,280250,7.01,0.11,10745,4261,42.148913,-71.003737
Z02346,2346,178363551,7968490,68.87,3.08,23106,9020,41.878004,-70.869267
Z02347,2347,77093626,17019522,29.77,6.57,10612,4180,41.834474,-70.95704
Z02351,2351,25007126,617669,9.66,0.24,16029,6399,42.119964,-70.957216
Z02356,2356,35492978,827752,13.7,0.32,12564,4406,42.060485,-71.12497
Z02357,2357,1246186,53728,0.48,0.02,1360,8,42.055136,-71.081416
Z02359,2359,56402221,4410938,21.78,1.7,17828,6548,42.067804,-70.805713
Z02360,2360,247368929,33944781,95.51,13.11,56271,24800,41.883359,-70.631381
Z02364,2364,48321362,2940978,18.66,1.14,12629,5010,41.987196,-70.741942
Z02366,2366,2451742,69606,0.95,0.03,197,0,41.85057,-70.656046
Z02367,2367,38005424,1105747,14.67,0.43,2820,1043,41.9591,-70.802752
Z02368,2368,26096452,1518228,10.08,0.59,32158,12021,42.176446,-71.051567
Z02370,2370,26704840,217611,10.31,0.08,17489,7051,42.130399,-70.910615
Z02375,2375,37729521,359957,14.57,0.14,9188,3741,42.003041,-71.076928
Z02379,2379,39681845,913634,15.32,0.35,6916,2669,42.021617,-71.026717
Z02382,2382,17974070,59307,6.94,0.02,14489,5522,42.078974,-70.93939
Z02420,2420,17052453,126708,6.58,0.05,14052,5251,42.457054,-71.215464
Z02421,2421,25510908,417186,9.85,0.16,17342,6768,42.438547,-71.239574
Z02445,2445,6740785,119571,2.6,0.05,20679,8974,42.325483,-71.135045
Z02446,2446,3333660,11957,1.29,0,29311,14229,42.343503,-71.122248
Z02451,2451,14303526,1828792,5.52,0.71,17426,7898,42.397823,-71.255708
Z02452,2452,9580492,86311,3.7,0.03,14238,5033,42.392072,-71.218443
Z02453,2453,9061760,736213,3.5,0.28,28968,11995,42.369542,-71.240513
Z02457,2457,413241,0,0.16,0,1432,90,42.299388,-71.274242
Z02458,2458,5185782,97094,2,0.04,12131,5341,42.353409,-71.187882
Z02459,2459,12962330,218481,5,0.08,19095,6763,42.314779,-71.192017
Z02460,2460,3480934,23292,1.34,0.01,8742,3774,42.351824,-71.20849
Z02461,2461,3767371,36499,1.45,0.01,7059,2771,42.317362,-71.206508
Z02462,2462,1369318,69749,0.53,0.03,1554,668,42.328708,-71.2559
Z02464,2464,1463154,29494,0.56,0.01,2953,1287,42.312975,-71.218882
Z02465,2465,5809240,1401,2.24,0,11710,4520,42.348912,-71.22633
Z02466,2466,4638221,214162,1.79,0.08,8096,3090,42.344457,-71.248617
Z02467,2467,12618589,142371,4.87,0.05,22491,7000,42.314608,-71.15306
Z02468,2468,3833292,57129,1.48,0.02,5273,1930,42.328553,-71.229553
Z02472,2472,10440627,320456,4.03,0.12,32014,15622,42.369451,-71.177925
Z02474,2474,7905847,706806,3.05,0.27,26312,12317,42.420949,-71.156369
Z02476,2476,5422176,191590,2.09,0.07,16532,7657,42.415637,-71.17567
Z02478,2478,12035126,185797,4.65,0.07,24664,10158,42.395317,-71.180284
Z02481,2481,14612716,246885,5.64,0.1,16244,5044,42.311927,-71.275531
Z02482,2482,10898492,1043141,4.21,0.4,10306,4055,42.293137,-71.298122
Z02492,2492,24675395,910125,9.53,0.35,19931,7382,42.276029,-71.244543
Z02493,2493,43574801,1316917,16.82,0.51,11261,4008,42.360502,-71.303433
Z02494,2494,7166369,220234,2.77,0.09,8955,3740,42.299405,-71.232706
Z02532,2532,36913958,6866891,14.25,2.65,12690,6601,41.751767,-70.597596
Z02534,2534,5920954,1492817,2.29,0.58,842,657,41.667824,-70.620356
Z02535,2535,63129227,65865221,24.37,25.43,1177,2109,41.334413,-70.763059
Z02536,2536,71696166,9066635,27.68,3.5,19583,11956,41.596976,-70.567877
Z02537,2537,31330309,1594577,12.1,0.62,6293,3099,41.728423,-70.435818
Z02538,2538,11786097,1199921,4.55,0.46,3603,1739,41.776359,-70.648923
Z02539,2539,69429046,53111263,26.81,20.51,4067,5220,41.37766,-70.522091
Z02540,2540,27746696,4550024,10.71,1.76,8221,6605,41.57419,-70.628285
Z02542,2542,79576588,127974,30.72,0.05,1139,449,41.707839,-70.545519
Z02543,2543,25723427,52350280,9.93,20.21,635,863,41.478974,-70.766911
Z02553,2553,636142,1769252,0.25,0.68,226,176,41.712516,-70.620758
Z02554,2554,101337719,43413216,39.13,16.76,9852,10393,41.291167,-70.092826
Z02556,2556,10034104,1164445,3.87,0.45,3115,2593,41.639445,-70.624515
Z02557,2557,18660871,11124443,7.21,4.3,4491,4333,41.441299,-70.574093
Z02558,2558,3183300,2714452,1.23,1.05,2156,1792,41.745017,-70.653513
Z02559,2559,13033944,3840927,5.03,1.48,3376,2605,41.690243,-70.616283
Z02561,2561,1591817,218387,0.61,0.08,539,266,41.769348,-70.532595
Z02562,2562,8673478,835829,3.35,0.32,2977,1574,41.787209,-70.526717
Z02563,2563,34195598,2748064,13.2,1.06,10359,4742,41.728137,-70.476549
Z02564,2564,14939825,2745176,5.77,1.06,310,1203,41.270628,-69.986367
Z02568,2568,17279816,10058425,6.67,3.88,4000,3113,41.458594,-70.61592
Z02571,2571,51545392,12447645,19.9,4.81,10481,5629,41.761187,-70.695991
Z02575,2575,64751624,11033111,25,4.26,2725,2198,41.400252,-70.656934
Z02576,2576,25281005,1088191,9.76,0.42,3754,1775,41.772221,-70.762948
Z02584,2584,193854,0,0.07,0,10,22,41.258688,-70.007142
Z02601,2601,22253040,2151579,8.59,0.83,14089,8062,41.657863,-70.298442
Z02630,2630,10386956,5225394,4.01,2.02,1850,1142,41.704506,-70.303537
Z02631,2631,56908227,7192447,21.97,2.78,9679,7838,41.747016,-70.068779
Z02632,2632,18960855,3780163,7.32,1.46,10742,6171,41.659095,-70.346876
Z02633,2633,19564858,12631386,7.55,4.88,3884,4576,41.689729,-69.972128
Z02635,2635,14312729,2809147,5.53,1.08,3296,2184,41.622905,-70.438206
Z02637,2637,1811366,77848,0.7,0.03,253,149,41.705725,-70.270928
Z02638,2638,15284718,1503965,5.9,0.58,3207,3130,41.730204,-70.197411
Z02639,2639,7165342,954134,2.77,0.37,2875,4912,41.666904,-70.135645
Z02641,2641,5286447,683671,2.04,0.26,532,637,41.751246,-70.153472
Z02642,2642,35941612,8936074,13.88,3.45,4937,5925,41.841331,-69.977436
Z02643,2643,4904568,4657785,1.89,1.8,26,85,41.797777,-69.937327
Z02644,2644,9225733,569789,3.56,0.22,3955,1480,41.683488,-70.510786
Z02645,2645,43109614,4606194,16.64,1.78,9663,6222,41.70584,-70.058071
Z02646,2646,7798581,801405,3.01,0.31,1676,2621,41.670596,-70.071449
Z02647,2647,1226877,477504,0.47,0.18,129,260,41.631396,-70.308397
Z02648,2648,24027628,2665940,9.28,1.03,7301,3188,41.670946,-70.41537
Z02649,2649,60208417,10631766,23.25,4.1,14006,9887,41.617239,-70.489313
Z02650,2650,3744803,725520,1.45,0.28,848,910,41.701807,-69.963804
Z02651,2651,181584,0,0.07,0,16,30,41.874985,-70.003492
Z02652,2652,20714250,6477901,8,2.5,1175,1683,42.049537,-70.094989
Z02653,2653,31186211,13661465,12.04,5.27,5911,5303,41.768988,-69.973549
Z02655,2655,16911218,4559311,6.53,1.76,3518,3053,41.630252,-70.392536
Z02657,2657,25047886,12766243,9.67,4.93,2942,4494,42.059829,-70.200407
Z02659,2659,5298594,616486,2.05,0.24,1108,1297,41.681439,-70.023531
Z02660,2660,19964838,1368933,7.71,0.53,6261,4551,41.707699,-70.15856
Z02663,2663,3658101,2870102,1.41,1.11,173,412,41.894444,-70.01218
Z02664,2664,17964910,2264152,6.94,0.87,9371,7062,41.674727,-70.195648
Z02666,2666,32944245,4790983,12.72,1.85,828,1390,41.990779,-70.045721
Z02667,2667,48249844,16144940,18.63,6.23,2580,3902,41.921996,-70.023356
Z02668,2668,39046863,6347529,15.08,2.45,3278,1494,41.710853,-70.362696
Z02669,2669,2314379,510177,0.89,0.2,285,550,41.666646,-69.989702
Z02670,2670,5407196,1680718,2.09,0.65,1307,2330,41.660113,-70.170678
Z02671,2671,5215276,314663,2.01,0.12,1023,1533,41.670836,-70.113401
Z02672,2672,1280228,118006,0.49,0.05,180,325,41.635544,-70.314073
Z02673,2673,25868405,6815867,9.99,2.63,8402,6677,41.655182,-70.247476
Z02675,2675,23386325,1919492,9.03,0.74,6577,4040,41.704155,-70.231801
Z02702,2702,43494960,2932678,16.79,1.13,4125,1546,41.785113,-71.059047
Z02703,2703,69448027,2583322,26.81,1,43593,18019,41.931653,-71.294503
Z02713,2713,13095083,18327989,5.06,7.08,52,168,41.441295,-70.902217
Z02715,2715,29662098,1347569,11.45,0.52,3123,1124,41.815051,-71.157549
Z02717,2717,45791704,2062920,17.68,0.8,4745,1771,41.760108,-70.972874
Z02718,2718,26793703,853248,10.35,0.33,6655,2442,41.862486,-71.01169
Z02719,2719,31947040,8792564,12.33,3.39,15873,7475,41.632443,-70.87114
Z02720,2720,28154770,4365377,10.87,1.69,30287,14347,41.726343,-71.120746
Z02721,2721,10598682,5105238,4.09,1.97,26290,12538,41.675125,-71.148281
Z02723,2723,4136768,569121,1.6,0.22,14767,7198,41.692705,-71.129726
Z02724,2724,4811066,1475574,1.86,0.57,16908,8465,41.683936,-71.1775
Z02725,2725,6146870,6823597,2.37,2.63,2631,1035,41.722721,-71.185458
Z02726,2726,14313447,3521928,5.53,1.36,15534,6359,41.7597,-71.144592
Z02738,2738,36242423,15438122,13.99,5.96,4907,2445,41.704138,-70.752225
Z02739,2739,44939290,5666781,17.35,2.19,6045,3262,41.665794,-70.814531
Z02740,2740,14724476,2119935,5.69,0.82,43087,19943,41.637485,-70.938265
Z02743,2743,47725420,1356529,18.43,0.52,10307,4121,41.718218,-70.901151
Z02744,2744,3342654,1345734,1.29,0.52,11900,5340,41.606252,-70.913632
Z02745,2745,26749138,579370,10.33,0.22,24576,10769,41.700737,-70.950547
